Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI
2024-02-28 00:00:00-05:00,77.59800412996552,78.91062791882912,77.10314167422683,77.6409912109375,393110000,0.0,0.0,
2024-02-29 00:00:00-05:00,79.07158408060953,79.96732622132019,78.32779165828474,79.0895767211914,507289000,0.0,0.0,
2024-03-01 00:00:00-05:00,79.97732295310118,82.27667403889559,79.41248066903071,82.25567626953125,479135000,0.0,0.0,
2024-03-04 00:00:00-05:00,84.1061487649486,87.67014062841129,83.69526978721244,85.21283721923828,615616000,0.0,0.0,
2024-03-05 00:00:00-05:00,85.24982845264307,86.07663632751537,83.3972699001233,85.94366455078125,520639000,0.004,0.0,
2024-03-06 00:00:00-05:00,88.00118270950952,89.70277597405403,87.00941296076404,88.67901611328125,582520000,0.0,0.0,
2024-03-07 00:00:00-05:00,90.13666439223407,92.74504822295889,89.58079619428543,92.6470718383789,608119000,0.0,0.0,
2024-03-08 00:00:00-05:00,95.11550233441162,97.37696845591753,86.48553983918421,87.5073013305664,1142269000,0.0,0.0,
2024-03-11 00:00:00-04:00,86.40855937952054,88.77599553639187,84.1460941174641,85.75371551513672,678364000,0.0,0.0,
2024-03-12 00:00:00-04:00,88.02817392921354,91.93824419200486,86.12962109919388,91.8912582397461,668075000,0.0,0.0,
2024-03-13 00:00:00-04:00,91.03346116743805,91.48235245425685,88.41407818473327,90.86650085449219,635713000,0.0,0.0,
2024-03-14 00:00:00-04:00,89.55581179224637,90.62455913756881,86.57951107256054,87.9231948852539,602318000,0.0,0.0,
2024-03-15 00:00:00-04:00,86.90943243257094,89.52481079500164,86.23659514436741,87.81621551513672,642086000,0.0,0.0,
2024-03-18 00:00:00-04:00,90.36661573398221,92.38313682655732,87.0643957820598,88.43407440185547,668976000,0.0,0.0,66.48811845115037
2024-03-19 00:00:00-04:00,86.67949392679418,90.52258665813423,84.98989876877435,89.37686157226562,672171000,0.0,0.0,67.42640381516532
2024-03-20 00:00:00-04:00,89.77575552459182,90.3886171092284,88.20213035729925,90.35062408447266,479063000,0.0,0.0,66.96050934569558
2024-03-21 00:00:00-04:00,92.27816909757175,92.6260863495621,90.38361309634699,91.41336822509766,480372000,0.0,0.0,64.72558633453536
2024-03-22 00:00:00-04:00,91.1194426685234,94.755583502478,90.81251607175788,94.2667007446289,586719000,0.0,0.0,64.60740599230726
2024-03-25 00:00:00-04:00,93.91877671343534,96.74310530536229,93.48787892632636,94.97952270507812,552136000,0.0,0.0,64.58683117354016
2024-03-26 00:00:00-04:00,95.82832327516131,96.35220139167362,92.48011649573958,92.53910064697266,513648000,0.0,0.0,56.29134708334338
2024-03-27 00:00:00-04:00,93.08996763897136,93.21793570444878,89.10191309032703,90.22864532470703,586067000,0.0,0.0,45.83319092910478
2024-03-28 00:00:00-04:00,89.97870666416057,91.2784021447898,89.17189838767457,90.33462524414062,435212000,0.0,0.0,55.893613644293765
2024-04-01 00:00:00-04:00,90.27764117725565,92.20318040940828,89.18289900570285,90.34162139892578,452441000,0.0,0.0,60.314654368015454
2024-04-02 00:00:00-04:00,88.42707164960063,90.07268593569079,87.59927224925994,89.43083953857422,433064000,0.0,0.0,42.768997715619264
2024-04-03 00:00:00-04:00,88.46307281870986,90.3526251834598,88.37909305261387,88.94295501708984,370067000,0.0,0.0,44.162622241506014
2024-04-04 00:00:00-04:00,90.38460860825877,90.61255911907426,85.85967846162676,85.88467407226562,434965000,0.0,0.0,43.856578622448815
2024-04-05 00:00:00-04:00,86.84544686844104,88.46007028939938,85.9056744370297,87.9871826171875,399678000,0.0,0.0,50.45991991576994
2024-04-08 00:00:00-04:00,88.67901159229113,88.80898571750684,86.71148250630124,87.11238861083984,283220000,0.0,0.0,46.49300244305148
2024-04-09 00:00:00-04:00,87.42131230729075,87.61426743619066,83.00235992295175,85.33380126953125,503547000,0.0,0.0,39.727658861787106
2024-04-10 00:00:00-04:00,83.90614724164408,87.37932438444192,83.68919571165225,87.0184097290039,431929000,0.0,0.0,41.828881711482225
2024-04-11 00:00:00-04:00,87.39931570327954,90.7175307139492,86.90543690990107,90.59455871582031,431637000,0.0,0.0,48.21248752090675
2024-04-12 00:00:00-04:00,89.67778862095243,90.15368162603355,87.50930275152356,88.16514587402344,426805000,0.0,0.0,36.42873457851243
2024-04-15 00:00:00-04:00,89.07691923599808,90.59156018104089,85.90867029394323,85.98065185546875,443077000,0.0,0.0,31.214276067162913
2024-04-16 00:00:00-04:00,86.41255526417733,88.09715428207583,86.04364687363933,87.39432525634766,370453000,0.0,0.0,38.77892314030938
2024-04-17 00:00:00-04:00,88.31909559905036,88.75399786729442,83.93013485819698,84.01512145996094,495400000,0.0,0.0,37.051573410174136
2024-04-18 00:00:00-04:00,84.94989568064886,86.1696082255481,82.38250252567684,84.65096282958984,447260000,0.0,0.0,38.41167007382929
2024-04-19 00:00:00-04:00,83.13033728096731,84.30405561291292,75.58812265213056,76.18197631835938,875198000,0.0,0.0,28.536370484871185
2024-04-22 00:00:00-04:00,78.08552423870307,80.05406032863513,76.38193249215077,79.49919128417969,596341000,0.0,0.0,35.96893456205662
